step,action
3,38
0,15
1,6
2,15
3,38
4,8
5,38
6,38
7,38
0,38
1,38
2,38
3,38
4,8
0,15
1,38
2,3
3,38
0,15
1,38
2,15
0,15
1,15
2,38
3,38
4,38
5,38
6,38
7,38
8,38
9,38
0,15
1,38
2,6
3,6
4,6
5,6
6,38
7,6
8,38
9,38
10,38
11,38
12,38
13,6
0,15
1,38
2,6
0,15
1,15
2,20
0,15
1,28
2,6
3,38
4,38
5,38
6,38
7,38
8,38
9,38
10,38
11,38
12,38
0,38
1,38
0,38
1,38
2,38
3,38
0,38
1,38
2,38
3,38
0,38
1,38
2,38
3,38
4,38
5,38
0,38
1,38
2,2
0,38
1,38
2,38
3,38
4,38
5,38
6,38
0,40
1,38
2,38
3,24
0,38
1,38
2,38
3,38
4,38
0,38
1,38
2,38
0,38
1,38
2,38
3,38
0,38
1,38
2,38
3,38
4,38
5,38
0,38
1,38
2,38
3,38
4,38
0,38
1,38
2,38
3,38
4,38
5,38
6,38
7,38
8,38
0,38
1,38
2,38
3,37
4,38
5,38
0,38
1,38
2,1
0,38
1,38
2,38
3,38
4,38
5,38
6,38
7,38
8,38
9,38
0,38
1,38
2,38
3,38
0,38
1,38
2,38
3,1
0,3
1,38
2,38
0,38
1,38
2,38
3,38
4,38
5,38
6,38
0,38
1,38
2,38
3,38
4,38
5,38
6,38
7,38
8,38
9,38
0,38
1,38
2,38
3,38
4,38
0,38
1,38
2,5
3,38
0,38
1,38
2,38
0,38
1,23
2,38
3,38
4,38
0,38
1,38
2,38
3,38
4,38
5,38
6,38
7,38
8,38
0,38
1,38
2,40
3,16
4,38
5,38
6,38
7,38
0,38
1,38
2,38
0,38
1,38
0,38
1,38
2,38
3,38
4,38
5,38
6,38
7,38
0,38
1,38
2,38
3,38
4,38
0,38
1,38
2,38
3,26
4,38
5,38
0,38
1,23
0,38
1,38
2,38
3,38
0,38
1,38
2,38
3,38
0,38
1,38
2,38
3,38
0,38
1,38
0,38
1,38
2,38
3,38
0,38
1,38
2,38
3,38
4,38
5,38
6,38
7,38
8,38
9,23
0,38
1,38
2,38
3,38
4,38
5,38
6,38
7,38
8,38
9,38
10,23
0,23
1,38
2,23
3,38
0,23
1,38
2,38
3,23
4,23
5,4
6,23
7,23
8,38
9,38
0,23
1,38
2,38
3,38
4,38
0,23
1,38
2,36
3,23
0,23
0,23
1,38
2,38
0,23
0,23
1,38
2,23
3,23
4,38
5,38
6,38
7,38
8,38
9,2
10,38
11,38
12,38
0,23
1,38
2,23
3,23
4,23
5,38
6,23
0,23
0,23
1,23
2,23
3,23
4,38
5,38
6,23
0,23
1,23
2,23
3,23
0,23
1,23
2,23
3,23
4,23
0,23
1,23
2,23
0,23
1,23
2,23
3,26
4,23
5,38
6,38
7,23
0,23
1,23
0,12
1,23
2,23
3,23
4,23
5,23
6,23
7,23
8,38
0,23
1,23
2,23
3,32
0,23
1,23
2,23
3,23
0,23
1,23
2,23
3,23
4,23
0,6
1,6
2,23
3,23
4,23
5,6
6,23
0,23
1,6
2,16
3,16
4,6
5,23
6,23
7,23
0,6
1,6
2,23
3,23
4,23
0,23
1,23
2,23
3,23
4,23
5,23
6,6
7,6
0,23
1,16
2,16
3,16
4,16
5,23
0,6
1,6
2,6
3,23
0,23
1,6
2,16
3,16
4,28
0,23
1,6
2,16
3,6
4,23
5,23
6,23
7,23
8,6
9,23
10,23
11,6
0,23
1,23
2,23
3,23
4,23
0,23
1,6
2,16
3,23
0,6
1,16
2,23
3,23
4,16
5,23
0,16
1,16
2,16
3,16
4,23
5,23
6,23
7,23
8,16
9,16
10,16
11,23
12,23
13,5
14,23
15,25
0,16
1,0
2,16
3,16
4,16
5,23
6,16
7,23
8,16
9,6
10,6
0,16
1,16
2,23
3,16
4,16
5,16
6,16
7,23
0,16
1,16
2,16
3,23
0,29
1,16
2,16
3,23
4,16
5,16
6,6
7,23
0,16
1,16
2,16
3,16
4,16
5,23
6,23
7,23
8,16
9,16
10,6
0,16
1,29
2,23
3,23
4,23
5,23
6,23
7,16
8,23
9,23
10,16
0,16
1,23
2,16
0,16
1,16
2,16
0,16
1,16
2,21
0,16
1,16
2,16
0,0
0,16
1,16
2,16
3,16
4,23
5,16
6,16
7,16
8,16
9,23
10,6
11,6
12,6
13,6
0,16
1,16
2,16
3,23
4,29
0,16
1,16
2,16
3,16
4,6
0,16
1,16
0,16
1,16
2,23
3,16
4,23
0,16
1,16
2,16
3,16
0,16
1,32
0,16
1,16
2,16
3,16
0,16
1,37
2,16
3,7
4,16
5,16
6,29
7,16
0,16
1,16
2,16
3,29
4,16
0,16
1,16
0,16
1,16
2,35
0,16
1,16
2,16
3,16
4,16
5,16
6,16
7,23
0,16
1,16
2,29
3,16
4,16
0,16
1,16
2,16
0,16
1,16
2,16
3,16
4,6
0,16
1,16
2,16
3,16
4,16
5,16
0,16
1,16
0,16
1,16
2,16
3,16
4,29
0,16
1,16
2,16
3,16
4,16
5,16
6,16
7,29
0,16
1,16
2,16
3,16
4,16
5,16
6,16
7,16
0,16
1,16
2,16
3,16
4,29
0,16
1,16
2,16
3,29
0,16
1,16
2,16
3,29
0,16
1,16
2,16
0,16
1,29
2,16
3,16
4,16
0,16
1,16
2,16
3,29
4,29
0,16
1,16
2,16
3,16
4,16
5,29
0,16
1,16
2,16
3,16
4,29
0,16
1,16
2,16
3,16
4,29
0,41
1,16
2,16
3,29
4,16
0,16
1,16
2,16
3,29
0,0
1,16
2,24
3,16
4,16
5,38
6,38
0,16
1,16
2,29
0,16
1,16
2,16
0,16
1,16
2,16
3,16
4,29
0,16
1,16
2,16
0,29
1,29
2,16
3,16
4,29
0,29
1,40
2,38
3,38
4,38
5,38
6,38
0,40
1,16
2,29
3,29
0,29
1,16
2,16
3,29
0,29
1,29
0,26
1,29
2,16
3,29
4,38
0,29
1,16
2,16
3,29
4,29
5,29
6,16
0,29
1,16
2,29
0,29
1,16
2,16
3,16
4,38
5,16
0,29
1,16
2,16
3,16
4,16
5,38
0,29
1,38
2,21
0,29
1,38
2,38
3,38
4,38
5,38
0,29
1,29
2,15
3,38
4,38
5,38
0,29
1,29
2,38
3,38
4,38
5,38
6,38
7,25
0,29
1,29
2,38
3,22
4,38
5,38
6,38
7,38
8,16
9,38
10,38
11,38
12,38
0,29
1,38
2,38
3,38
4,38
0,29
1,29
0,29
1,29
2,38
3,38
4,38
5,38
0,29
1,29
2,29
3,29
4,29
5,38
6,38
0,29
1,29
2,29
0,29
1,38
2,38
3,38
4,38
5,38
0,38
1,38
2,38
3,38
4,38
5,38
0,38
1,29
2,38
3,38
4,38
0,38
1,38
2,38
3,38
4,38
5,38
0,38
1,38
2,38
3,38
4,38
5,38
6,38
7,14
8,38
0,38
1,38
2,38
3,38
4,38
5,38
0,38
1,29
2,38
3,38
4,38
5,38
6,38
0,38
1,38
2,1
0,35
0,21
1,38
2,38
0,38
1,29
2,38
3,38
4,38
0,38
1,38
2,38
3,38
0,29
1,38
2,38
3,38
4,38
0,38
1,29
0,38
1,38
2,29
0,38
1,38
2,38
3,38
4,38
0,38
1,38
2,38
3,38
4,38
0,38
1,38
2,38
3,38
0,38
1,38
0,38
1,38
2,38
0,38
1,38
2,38
3,38
0,38
1,38
2,38
3,38
4,38
5,38
6,38
7,38
8,38
9,38
0,38
1,38
2,38
3,38
4,38
5,4
6,4
0,38
1,38
2,38
3,38
4,38
0,38
1,5
2,38
3,38
4,38
5,38
6,38
7,38
8,38
9,38
10,38
0,38
1,29
0,38
1,38
2,38
3,38
4,38
0,38
1,38
2,38
3,38
4,38
5,38
0,38
1,38
2,38
3,38
4,38
5,38
6,38
7,31
0,38
1,38
2,38
3,4
0,38
1,29
2,38
3,38
4,23
0,38
1,38
2,24
0,29
1,38
2,38
3,38
4,38
5,38
6,38
0,38
1,38
2,38
3,38
4,38
5,4
0,4
1,38
2,38
3,38
4,38
5,38
6,38
7,38
0,38
1,38
2,38
3,38
4,38
0,38
1,38
2,38
3,38
4,24
0,38
1,38
2,38
3,38
4,38
5,38
0,38
1,29
2,38
3,38
4,4
5,38
6,38
7,4
8,23
0,38
1,38
2,38
3,38
4,38
5,12
6,38
7,38
0,29
1,38
2,38
3,38
4,38
5,38
0,38
1,38
2,38
3,38
4,23
0,38
1,38
2,38
3,23
0,30
1,38
2,38
3,38
4,28
5,38
6,38
7,23
0,38
1,23
2,4
3,38
4,38
5,38
6,25
7,4
0,30
1,38
2,38
3,38
4,38
5,38
6,38
7,38
8,4
9,23
0,38
1,38
2,38
3,4
4,23
0,38
1,38
2,38
3,23
0,38
1,29
0,30
1,38
2,38
3,38
4,38
5,38
0,30
1,38
2,38
3,41
4,38
0,30
1,38
2,38
3,38
4,4
0,38
1,38
2,4
3,9
0,38
1,38
2,38
3,38
4,38
5,4
6,4
0,38
1,4
0,38
1,4
0,38
1,27
2,38
3,38
4,38
5,4
6,4
7,38
8,38
0,30
1,38
2,38
3,38
4,38
5,38
6,23
0,38
1,38
2,4
3,41
4,23
0,30
1,38
2,16
3,4
0,30
1,38
2,16
3,23
0,30
1,38
2,16
3,16
4,38
5,38
6,38
7,38
8,38
9,4
0,30
1,38
2,16
3,23
4,16
5,16
6,13
0,30
1,38
2,16
3,23
4,38
5,38
6,38
7,4
8,38
0,4
1,16
2,16
3,23
4,23
5,23
6,23
0,11
1,11
0,31
1,20
0,5
1,11
2,2
0,6
1,22
2,42
3,33
4,18
5,14
6,40
7,21
0,0
1,24
2,16
3,12
4,38
5,39
6,14
7,39
0,20
1,26
2,34
0,21
1,31
0,11
1,7
2,21
0,29
1,34
2,27
3,35
0,32
1,6
2,9
3,31
4,42
5,7
6,19
7,21
0,11
1,18
2,16
3,30
4,0
5,30
6,2
7,7
8,21
0,34
0,31
1,22
0,27
1,31
2,28
3,31
0,39
1,41
2,0
0,34
0,9
1,18
2,41
3,25
4,38
5,30
6,5
7,33
0,35
1,5
0,15
1,28
2,1
0,35
1,4
2,25
3,37
4,36
5,13
6,18
0,22
0,1
1,19
2,8
3,39
4,16
5,33
0,22
1,6
2,22
0,0
1,22
2,2
3,4
4,11
5,0
6,41
7,9
0,24
1,43
2,14
3,25
4,18
5,26
6,10
0,39
1,10
2,8
3,6
4,19
5,20
0,18
1,39
2,11
0,0
1,37
2,35
3,16
4,32
0,28
1,40
2,2
0,20
1,19
2,15
0,23
1,26
2,42
3,9
0,1
1,4
2,43
3,12
4,11
0,37
1,20
0,43
1,4
2,41
3,18
4,3
5,40
6,13
0,13
1,13
2,10
0,16
1,25
2,5
3,19
0,22
1,7
2,38
3,32
0,16
1,31
2,13
3,19
4,32
0,26
1,27
2,41
3,10
0,19
1,13
2,11
3,39
4,29
5,41
6,16
7,31
0,31
1,14
2,20
0,29
1,38
2,38
3,21
0,22
1,31
2,22
3,2
4,7
5,26
6,37
7,21
0,20
0,0
1,33
0,0
1,40
2,20
0,6
1,4
0,42
1,42
2,26
3,31
0,26
1,18
2,27
3,16
4,27
5,21
0,39
1,0
2,9
3,42
4,30
5,31
6,31
7,9
8,32
0,39
1,34
0,25
1,40
2,41
0,35
1,5
2,3
3,38
4,5
5,27
6,14
7,9
0,40
1,4
2,23
3,24
4,42
5,3
6,16
0,11
0,37
1,18
2,35
0,19
1,16
2,6
3,28
4,29
5,4
6,31
0,19
1,5
2,5
3,28
0,9
1,34
0,11
1,28
2,11
0,33
0,9
1,42
2,5
3,43
4,16
0,5
1,39
2,26
3,17
4,11
5,10
6,39
7,21
0,30
1,33
0,0
0,3
1,42
2,8
0,36
1,23
2,8
3,14
4,42
0,14
1,12
0,15
1,0
0,11
1,27
2,7
0,22
0,32
0,5
1,22
2,5
3,27
4,0
5,3
6,10
7,10
0,8
1,1
2,10
3,14
4,5
0,39
1,8
0,38
1,5
2,9
3,3
4,6
0,5
1,7
0,23
1,10
2,38
3,10
4,33
0,14
1,35
2,7
3,35
4,4
5,1
0,12
1,10
2,31
3,22
0,7
1,35
2,41
0,43
1,10
0,9
1,11
2,1
0,30
0,4
1,0
0,14
1,5
0,24
1,37
2,10
0,43
1,11
2,31
0,35
0,23
1,3
2,33
0,17
1,43
2,26
3,21
0,8
1,17
2,34
0,1
1,27
2,22
0,5
1,14
2,28
3,5
4,6
0,19
0,11
1,12
2,29
3,25
4,38
0,1
1,29
2,11
0,40
1,11
2,26
3,22
4,38
5,3
6,7
0,32
0,37
1,26
2,15
0,19
1,18
2,24
3,42
4,39
5,12
0,32
1,11
0,42
1,12
2,1
0,17
1,0
2,12
3,21
0,29
1,9
2,21
0,21
0,5
1,17
2,32
0,2
1,13
2,36
3,24
4,34
0,7
1,39
2,3
3,22
0,2
1,43
2,31
0,1
1,40
2,15
3,36
4,6
5,4
6,23
0,29
1,16
2,41
3,12
4,11
5,37
6,11
7,12
0,5
1,4
0,36
1,40
2,31
3,23
4,41
5,29
6,6
0,42
1,2
2,24
0,43
1,0
0,21
0,12
1,41
2,13
0,20
0,39
1,22
0,3
1,35
0,28
1,19
2,0
0,33
0,10
0,42
0,40
1,34
0,20
0,23
1,16
2,30
0,10
1,32
2,32
3,42
4,32
5,42
6,7
7,27
8,3
0,6
1,33
0,37
1,5
2,23
0,37
1,5
2,6
3,35
0,39
1,2
0,3
1,40
2,11
0,34
1,0
2,16
0,8
1,43
2,19
3,43
4,27
5,14
6,43
7,25
0,4
1,18
2,12
3,2
4,10
5,2
0,27
1,27
2,20
0,1
1,7
2,16
3,21
0,34
0,32
1,15
2,38
3,10
0,21
0,43
1,31
2,14
0,26
1,43
2,19
3,30
4,19
5,10
0,8
1,4
2,27
3,32
0,11
0,21
1,41
2,23
3,28
0,36
1,4
2,41
0,14
1,39
2,30
3,6
4,41
5,10
0,31
1,29
2,10
0,14
1,25
2,19
0,14
1,3
2,15
3,10
0,3
1,30
2,32
0,28
1,23
2,8
0,3
1,22
0,25
1,21
2,37
3,22
0,39
1,13
2,35
0,22
0,20
1,19
0,20
1,33
2,23
3,32
0,39
1,39
2,18
3,26
4,30
5,0
0,22
1,18
0,38
1,40
0,37
1,11
2,0
0,31
1,36
2,5
3,28
4,12
0,6
1,28
0,26
1,14
2,30
3,4
4,18
5,16
0,1
1,30
2,25
3,32
0,23
1,20
2,38
3,31
4,12
5,37
0,32
1,22
2,35
0,13
1,5
2,22
3,40
4,37
5,37
6,18
7,6
8,39
9,41
0,39
1,16
2,37
0,30
1,43
0,22
1,25
2,7
0,7
1,20
0,37
1,18
2,8
3,18
0,29
0,10
0,5
1,30
2,14
3,31
0,38
1,5
2,12
3,24
4,5
5,21
6,42
7,10
8,8
9,34
0,9
1,30
2,10
0,18
1,27
2,26
0,28
1,13
2,3
3,33
0,41
1,23
2,23
0,37
1,5
0,22
0,15
1,24
2,5
3,31
4,28
5,41
6,7
0,43
1,40
2,30
3,34
4,36
5,15
6,27
7,43
0,34
0,14
1,24
0,43
1,14
2,13
0,0
1,4
2,37
3,29
4,34
5,25
6,38
0,20
1,37
2,28
3,8
4,6
5,37
6,27
7,41
0,13
1,37
2,33
0,18
1,22
2,27
3,8
4,5
5,10
0,16
1,36
2,41
3,11
0,18
1,10
2,35
3,18
4,32
0,39
1,17
2,7
0,8
1,17
2,21
0,38
1,4
2,36
3,36
0,27
1,35
0,13
1,37
2,26
3,14
4,42
0,32
0,18
1,22
0,13
1,14
2,17
3,10
4,7
5,36
6,31
7,11
0,16
1,26
2,0
0,19
1,40
2,3
3,34
0,21
0,21
1,27
2,17
3,43
0,1
1,20
2,34
0,29
1,25
2,15
3,36
4,31
0,15
1,42
0,39
1,33
0,38
1,27
2,27
3,16
0,0
0,9
1,14
2,10
0,36
1,37
2,38
3,27
4,43
5,8
6,8
7,9
0,20
1,4
2,29
3,18
4,21
0,2
1,29
2,22
0,7
1,32
0,33
0,39
1,8
2,29
3,18
0,33
0,4
1,40
2,21
0,39
1,2
2,30
3,35
4,7
0,43
1,41
2,13
3,38
4,42
5,36
6,24
7,38
8,14
9,16
0,34
0,14
1,33
0,42
1,0
0,36
1,39
2,17
3,23
0,17
1,33
0,31
1,26
2,23
0,7
1,12
2,36
3,5
4,31
0,25
1,0
0,41
1,3
2,12
0,23
1,9
2,33
3,24
4,5
5,39
0,11
1,27
2,17
3,29
4,25
5,43
0,13
1,34
0,8
1,7
2,36
3,26
4,0
0,9
1,19
2,18
3,24
4,37
5,4
6,28
7,19
0,10
1,21
2,26
3,4
4,11
5,31
6,25
7,42
0,13
1,26
2,27
3,10
0,4
1,24
2,8
3,20
0,41
1,26
2,19
0,3
1,40
2,27
3,4
0,6
1,26
2,21
0,6
1,42
2,7
3,4
0,0
1,19
2,7
3,17
4,16
5,9
6,19
7,17
8,13
9,31
10,39
11,18
12,31
0,41
1,20
0,16
1,39
2,1
0,16
1,20
2,20
0,5
1,3
0,35
1,1
2,31
3,34
0,32
0,32
0,22
0,32
1,15
2,37
0,0
1,24
2,19
3,9
0,3
1,7
2,41
3,14
4,4
0,19
1,15
2,0
0,27
1,25
0,33
1,4
2,12
0,41
1,24
2,37
3,32
0,35
1,31
2,30
3,34
0,38
1,5
2,13
0,3
1,6
2,13
3,9
0,13
1,38
2,17
3,39
4,25
5,37
6,39
0,12
1,31
2,34
0,39
1,13
2,32
0,30
1,19
0,35
1,3
2,20
0,34
1,43
0,15
1,36
2,18
0,23
1,18
2,38
3,34
0,11
1,7
2,4
3,18
4,3
5,11
0,10
1,38
2,39
3,38
4,18
5,25
0,10
1,38
2,38
3,38
4,18
5,28
6,11
0,10
1,40
2,1
3,38
4,18
5,6
6,4
0,10
0,3
1,18
2,38
3,11
0,10
1,6
2,38
3,12
4,13
5,30
6,9
0,26
1,18
2,42
3,38
0,10
1,38
2,14
3,11
4,34
5,14
6,18
7,29
8,24
9,37
10,6
11,42
12,29
13,19
14,36
0,36
1,38
2,38
3,18
4,13
5,29
0,11
1,18
2,27
3,18
4,38
0,10
1,38
2,17
0,10
1,38
2,33
0,11
1,30
2,38
3,13
4,10
0,11
1,34
2,4
3,18
4,38
5,18
0,5
1,8
2,43
3,25
4,11
0,27
1,15
0,10
1,9
2,1
3,7
4,22
0,11
1,38
2,18
3,30
4,21
5,27
6,1
0,43
0,11
1,35
2,18
3,2
4,4
5,20
0,11
1,18
2,16
3,36
4,29
0,10
1,38
2,38
3,22
4,38
5,11
0,11
1,18
2,19
0,34
1,18
2,11
3,28
4,18
0,2
1,18
2,18
3,13
0,15
1,16
2,43
3,11
0,10
1,19
2,16
3,19
0,11
1,18
2,18
0,29
1,8
2,16
3,23
0,43
1,30
2,11
0,10
0,10
1,31
2,38
3,11
0,27
1,1
2,18
3,38
4,18
5,2
6,1
7,0
0,32
1,38
2,26
3,18
0,29
1,16
2,38
3,6
4,28
0,40
1,42
2,16
3,11
4,39
5,11
0,14
0,26
1,13
2,18
3,18
4,16
5,11
0,11
1,18
2,18
3,42
4,19
0,11
0,34
0,6
1,35
0,8
1,13
2,27
3,29
0,27
1,16
2,13
3,28
4,38
5,18
0,27
1,38
2,18
3,18
4,24
0,10
1,43
2,16
3,6
4,11
5,2
6,26
7,28
8,29
9,29
0,10
1,16
2,16
3,40
4,18
5,16
6,11
7,11
8,29
9,11
10,3
11,30
0,10
1,38
2,40
3,11
0,36
1,18
2,15
3,18
4,18
0,10
0,10
1,4
2,40
3,25
4,18
5,38
0,1
1,1
2,18
3,18
4,18
0,29
1,40
2,40
3,11
0,11
0,10
1,16
2,40
3,40
4,40
5,16
6,16
7,40
8,11
0,36
1,38
2,16
3,29
0,10
1,36
2,40
3,14
4,40
5,39
6,43
0,28
1,16
2,7
3,16
4,29
5,16
6,16
7,29
8,0
0,10
1,16
2,16
3,29
4,26
5,38
6,29
7,29
8,7
9,15
0,29
1,26
2,16
3,16
4,11
0,41
1,32
0,23
0,29
1,16
2,40
0,10
1,40
2,16
3,24
4,16
5,11
0,10
0,43
1,13
2,40
3,18
4,33
0,29
1,16
2,40
3,40
4,16
5,16
0,30
1,32
2,23
3,9
4,29
0,37
1,40
2,40
3,16
4,3
5,29
0,29
1,6
2,35
0,2
1,18
2,20
3,40
4,16
5,13
0,29
1,25
2,29
0,29
1,37
2,14
3,18
4,7
5,32
0,17
1,40
2,16
3,39
4,16
0,16
1,33
0,29
1,16
2,16
3,29
0,29
1,16
2,16
3,29
0,29
1,16
2,28
3,24
4,16
5,16
6,29
0,29
1,11
0,8
1,16
2,16
3,14
4,18
5,16
6,10
0,11
1,35
2,18
3,18
0,34
1,12
0,36
1,25
2,40
3,27
4,29
0,29
1,2
2,16
3,29
0,29
1,16
2,16
3,8
0,29
1,16
0,29
1,16
2,29
3,14
4,24
5,5
6,23
0,29
1,16
2,40
3,16
4,39
5,12
6,29
0,29
1,16
2,16
3,16
4,24
5,29
0,29
1,16
2,28
0,24
1,40
2,40
3,40
4,40
5,16
6,16
7,20
8,16
9,8
10,29
11,29
12,29
13,29
14,24
0,42
1,40
2,16
3,16
4,20
5,29
0,29
1,16
2,35
0,29
1,16
2,40
3,16
4,16
5,24
6,29
0,42
1,16
2,42
0,42
1,16
2,16
3,29
0,42
1,16
2,16
3,16
4,24
5,29
0,42
0,42
1,16
2,42
0,42
1,40
2,16
3,16
4,36
5,16
6,29
7,29
0,42
1,40
2,33
3,1
4,40
5,16
6,29
7,29
8,29
9,29
0,43
0,25
1,13
2,16
3,4
0,34
0,13
1,40
2,40
3,16
4,4
0,29
1,11
0,42
1,16
2,4
0,42
1,35
2,40
0,42
1,40
2,23
3,40
4,4
0,42
1,16
2,29
0,42
0,42
1,2
2,14
3,4
4,29
0,24
1,40
2,27
3,4
4,4
5,29
6,4
7,40
8,29
0,42
1,42
2,16
3,40
4,29
0,42
1,40
0,43
1,4
2,0
0,42
1,16
2,4
3,4
0,42
1,4
2,42
3,4
4,19
0,42
1,4
2,6
3,14
4,14
0,18
1,16
2,4
3,42
4,14
5,9
6,32
0,42
1,4
2,4
0,14
1,42
2,4
3,4
4,4
5,29
0,29
1,11
2,16
3,16
0,42
1,16
2,16
3,35
4,18
0,42
1,16
2,4
3,4
4,20
0,42
1,16
2,4
3,1
0,37
1,40
2,4
3,4
0,42
1,18
0,25
1,42
2,4
3,2
4,4
5,42
0,13
1,1
2,40
3,16
4,28
5,42
0,42
1,35
2,4
3,22
4,4
5,19
6,4
7,4
8,29
9,18
10,29
11,29
12,29
0,42
1,14
2,40
3,14
4,4
5,4
6,4
0,42
1,4
2,42
3,14
4,42
0,25
1,31
2,14
3,42
4,4
5,24
6,42
7,16
8,32
9,2
10,2
11,43
0,42
0,42
1,42
2,16
3,16
4,4
0,27
1,29
0,42
0,42
1,40
2,42
3,42
4,28
5,4
6,4
0,42
1,42
0,42
1,14
2,18
3,14
4,4
5,42
6,35
0,42
1,42
0,27
1,42
2,42
3,43
0,42
1,42
0,2
1,42
2,42
0,27
1,14
2,5
3,42
0,27
1,42
0,27
1,42
2,42
3,33
0,42
1,29
2,6
3,27
0,42
0,42
1,42
2,42
3,16
4,40
5,42
0,17
1,42
0,27
1,40
0,20
1,42
0,27
1,42
2,42
3,16
4,35
5,15
6,40
7,30
8,27
9,27
10,27
11,27
12,29
13,29
14,41
0,27
1,40
2,27
3,27
0,13
1,42
2,14
3,42
4,27
5,27
0,42
1,27
2,42
0,27
1,42
0,27
1,3
2,42
0,27
1,16
0,27
1,38
2,30
3,27
4,27
5,29
0,27
1,42
2,27
3,27
0,16
1,42
2,27
3,27
4,27
5,27
6,27
7,27
0,27
1,42
2,42
0,27
1,40
2,7
3,27
0,40
1,27
2,27
3,27
4,1
0,27
1,27
2,27
3,27
4,27
5,27
6,27
7,27
8,27
9,27
10,29
11,29
12,20
13,24
14,27
15,24
16,24
0,27
1,27
2,40
0,40
1,28
2,27
3,27
0,33
0,27
1,40
2,27
3,27
4,27
5,27
6,29
0,27
1,27
2,27
3,35
0,12
1,11
0,21
1,43
2,16
3,27
4,27
5,27
6,27
0,27
1,27
2,27
3,27
0,27
1,27
2,27
0,27
1,38
2,18
3,27
0,27
1,27
2,27
3,27
4,27
5,27
6,27
7,29
0,27
1,27
2,40
3,27
4,27
5,27
6,5
7,29
0,27
1,4
2,27
3,27
0,27
1,23
2,28
3,27
4,27
5,27
6,27
7,27
8,29
0,27
1,14
2,27
3,27
4,27
5,27
0,27
1,27
2,15
3,27
4,27
5,35
0,27
1,27
2,27
3,27
4,27
0,27
1,27
2,27
3,27
4,23
0,27
1,27
2,27
3,27
4,27
5,27
0,27
1,27
2,22
0,11
1,4
2,40
3,27
4,27
0,27
1,41
2,27
3,4
4,27
5,27
6,27
0,27
1,5
2,27
3,36
0,27
1,27
2,8
3,26
4,27
5,27
0,27
1,27
2,40
3,27
4,27
5,21
0,27
1,27
2,35
3,27
4,27
0,27
1,27
2,27
3,27
4,27
5,27
6,27
0,27
1,27
2,27
3,40
4,4
5,27
6,38
7,29
0,27
1,27
2,27
3,27
4,27
0,27
1,27
2,27
3,27
4,27
5,27
6,27
0,27
1,4
2,4
3,4
4,4
5,27
6,27
7,27
8,27
9,27
10,27
11,9
0,27
1,4
2,27
3,27
4,5
5,27
0,27
1,27
2,27
3,27
4,27
5,27
6,2
0,27
1,7
2,27
3,27
4,27
5,27
0,27
1,27
2,27
3,27
4,27
0,27
1,27
2,27
3,35
0,27
1,27
0,27
1,4
2,4
3,27
4,27
5,2
0,27
1,4
0,31
1,27
2,4
3,3
4,27
5,27
6,27
0,27
1,4
2,27
3,27
0,27
1,4
0,27
1,4
2,33
0,27
1,4
0,31
1,4
2,27
3,27
4,27
5,27
0,27
1,4
2,4
3,4
4,4
5,4
6,2
0,27
1,4
2,4
3,4
0,31
1,4
2,27
3,35
4,27
5,2
0,31
1,23
2,4
3,4
4,4
5,4
6,2
0,27
1,31
2,4
3,4
0,31
1,4
2,15
3,4
4,4
5,4
6,4
7,38
8,20
0,31
1,4
2,4
0,31
1,4
2,4
3,4
4,27
0,31
0,31
1,4
2,4
0,31
1,4
2,4
3,4
4,4
5,2
0,31
1,4
2,4
0,31
1,4
2,4
3,35
4,4
5,4
6,4
7,2
8,2
9,4
10,2
11,2
0,31
1,4
2,4
0,31
1,4
2,4
3,2
0,31
1,4
2,4
3,4
4,4
5,2
0,31
1,4
2,4
3,4
4,2
0,31
1,4
2,4
3,4
4,4
5,2
0,31
1,4
2,4
3,4
0,31
1,4
2,4
3,35
0,31
1,4
2,4
3,4
4,30
0,31
1,4
2,4
3,4
4,27
5,2
0,31
1,4
2,4
3,4
4,4
0,31
1,4
2,4
3,30
4,13
5,2
0,31
1,4
2,4
3,4
4,37
0,2
1,40
2,4
3,4
4,4
5,4
0,31
1,4
2,4
3,21
0,31
0,31
1,4
2,4
3,2
0,31
1,4
2,4
3,4
4,4
5,35
0,31
1,4
2,4
3,4
0,31
1,4
2,4
3,4
4,35
5,33
0,31
1,4
2,4
3,4
4,6
0,31
1,4
2,4
3,8
4,17
5,2
6,2
0,17
0,31
1,17
2,37
3,2
0,31
0,31
1,4
2,31
3,35
0,17
1,4
2,4
3,2
4,4
0,16
1,4
2,4
3,42
0,31
1,4
2,4
3,15
0,31
1,4
2,17
3,40
4,2
0,17
1,4
2,40
0,17
1,17
2,17
3,35
4,30
5,30
6,30
7,2
0,17
1,17
2,35
3,4
4,17
5,2
6,2
0,17
1,4
0,17
1,17
2,17
3,35
4,17
5,2
0,17
1,4
0,17
1,4
2,17
3,30
4,2
5,2
0,17
1,4
2,40
3,17
4,30
0,17
1,40
0,40
1,31
2,35
3,17
4,9
0,17
1,17
2,17
0,17
1,40
2,14
3,17
4,17
5,30
6,17
7,17
8,2
9,2
0,17
1,17
2,17
3,35
4,17
5,38
6,2
7,3
0,17
1,40
2,17
3,17
0,17
1,17
0,17
1,17
2,11
0,17
1,17
2,17
3,17
4,17
5,30
0,4
1,40
2,17
3,35
4,39
5,30
0,17
1,17
2,17
3,37
